Year,Quarter,Month,Day,net profit,Revenue,net revenue,Tổng đơn hàng
2012,Qtr 3,September,16,861924.6280491392,4479635.390000001,4280723.700000001,174
2012,Qtr 3,September,17,877499.8111765166,4825630.960000002,4766998.220000002,206
2012,Qtr 3,September,18,925305.9816088614,5150005.410000002,4856255.830000002,181
2012,Qtr 3,September,19,644822.0503696961,3707755.23,3466166.53,147
2012,Qtr 3,September,20,674542.2097303256,3771882.43,3709413.7300000004,159
2012,Qtr 3,September,21,936577.8218691621,3943768.139999999,3793862.6000000006,148
2012,Qtr 3,September,22,854555.4325865104,3879848.219999999,3842755.7999999993,161
2012,Qtr 3,September,23,785790.0791999657,4118299.54,3942424.2299999986,178
2012,Qtr 3,September,24,1097596.3197482277,5748787.98,5435735.64,244
2012,Qtr 3,September,25,1119298.808189692,5702188.799999998,5477565.519999998,244
2012,Qtr 3,September,26,919479.8028170897,4606492.520000003,4391357.7200000025,200
2012,Qtr 3,September,27,1510331.6711659438,7643150.770000007,7302038.330000005,349
2012,Qtr 3,September,28,995107.7426917435,4892631.139999999,4735972.19,216
2012,Qtr 3,September,29,1119951.2548297727,5388589.010000001,5113530.210000003,224
2012,Qtr 3,September,30,876709.9065283459,4723933.640000001,4544253.929999999,196
2012,Qtr 4,October,1,972584.6072701482,4769482.13,4574321.1400000015,205
2012,Qtr 4,October,2,653647.7800867799,3233135.779999999,3116695.579999999,104
2012,Qtr 4,October,3,735278.3755274202,3548507.6900000013,3441399.830000001,108
2012,Qtr 4,October,4,491924.740321153,2447017.6200000006,2381872.1900000004,77
2012,Qtr 4,October,5,573872.9231842016,2665953.0600000005,2551186.4700000007,101
2012,Qtr 4,October,6,450027.47213021945,2208846.04,2156556.5,80
2012,Qtr 4,October,7,666859.420851579,3395230.8300000015,3309995.480000001,110
2012,Qtr 4,October,8,753847.8573910611,4043488.0999999996,4010105.2499999995,142
2012,Qtr 4,October,9,806310.8640428331,4306676.9,4188591.4100000006,167
2012,Qtr 4,October,10,681061.9397738987,3559662.35,3401021.9700000007,131
2012,Qtr 4,October,11,626089.5641276407,3436099.090000001,3233314.6400000006,109
2012,Qtr 4,October,12,529869.0637068131,2380119.87,2300895.8900000006,94
2012,Qtr 4,October,13,527061.2064547325,2819333.5700000003,2740321.34,125
2012,Qtr 4,October,14,516279.9667501514,3078026.65,2815531.1,116
2012,Qtr 4,October,15,589409.4126887706,3270507.1499999994,3085078.3899999997,140
2012,Qtr 4,October,16,774733.3549597431,3558956.6099999994,3395005.2899999996,152
2012,Qtr 4,October,17,709358.4453703987,3880910.7800000017,3751637.310000002,134
2012,Qtr 4,October,18,593988.2961151241,2909728.890000001,2873351.980000001,109
2012,Qtr 4,October,19,523671.6079694736,2877379.8100000005,2760867.1800000006,99
2012,Qtr 4,October,20,551616.9644787468,3242557.3,3080923.8299999996,106
2012,Qtr 4,October,21,468304.33526984113,2402441.63,2372972.4500000007,114
2012,Qtr 4,October,22,720248.090732099,3607919.5000000005,3479943.7100000004,142
2012,Qtr 4,October,23,841475.9429389491,3999141.879999998,3900884.9999999986,170
2012,Qtr 4,October,24,780693.0772314671,3876867.1199999996,3746681.7899999996,153
2012,Qtr 4,October,25,570744.8685474856,3104460.52,3067752.79,125
2012,Qtr 4,October,26,458084.24420556123,2138927.1700000004,2047337.3600000008,91
2012,Qtr 4,October,27,527468.6276002381,2906704.5000000005,2819596.030000001,122
2012,Qtr 4,October,28,1204128.1036663337,6320332.439999998,6152027.669999997,259
2012,Qtr 4,October,29,1074339.7953634253,5424539.100000002,5202519.860000003,236
2012,Qtr 4,October,30,1267490.0796351407,6459657.25,5994687.620000001,250
2012,Qtr 4,October,31,1035366.507345053,4945371.790000002,4721750.550000003,214
2012,Qtr 4,November,1,1025906.5411379641,5547351.570000001,5309260.490000001,201
2012,Qtr 4,November,2,384976.05317689426,1953030.4600000002,1902056.21,67
2012,Qtr 4,November,3,760067.5139488024,2916950.1700000004,2906455.43,84
2012,Qtr 4,November,4,528382.338511252,2658832.7499999995,2633117.53,85
2012,Qtr 4,November,5,593440.0016458322,3332448.4599999995,3189810.5999999996,129
2012,Qtr 4,November,6,621169.8888495083,3439495.01,3233248.2,109
2012,Qtr 4,November,7,431666.2363184346,1978640.3299999994,1945214.2599999998,69
2012,Qtr 4,November,8,463858.43623815366,2201292.0099999993,2133741.5,88
2012,Qtr 4,November,9,610389.4606631361,2952380.4699999997,2876378.130000001,107
2012,Qtr 4,November,10,636298.7369952628,3237076.5499999993,2982019.619999999,122
2012,Qtr 4,November,11,720685.7595097879,3484874.2999999984,3258134.569999999,141
2012,Qtr 4,November,12,727379.0329498566,3830299.0300000017,3742207.6500000004,172
2012,Qtr 4,November,13,789187.8498352978,3869619.5000000047,3808585.350000004,149
2012,Qtr 4,November,14,658196.2445246995,3216936.0000000005,3177289.03,133
2012,Qtr 4,November,15,704474.5344308532,3025211.98,2853073.690000001,138
2012,Qtr 4,November,16,584797.9062792974,2857750.4699999993,2754511.9599999986,117
2012,Qtr 4,November,17,744526.762519604,3265504.619999999,3201411.389999999,126
2012,Qtr 4,November,18,659334.9241362547,3307478.5900000012,3279740.4900000016,131
2012,Qtr 4,November,19,923642.9678440023,4663076.770000001,4594648.180000001,168
2012,Qtr 4,November,20,690216.9094715738,3545943.109999999,3497543.6599999988,143
2012,Qtr 4,November,21,663415.5654558014,3176046.770000002,3000181.530000001,139
2012,Qtr 4,November,22,570668.3839077103,2672574.849999999,2589700.8,108
2012,Qtr 4,November,23,736883.916907768,3685679.0500000003,3423030.3600000003,142
2012,Qtr 4,November,24,519903.23966169293,2288854.75,2262989.5399999996,133
2012,Qtr 4,November,25,591924.3205122194,2891169.4300000016,2799979.380000001,124
2012,Qtr 4,November,26,644249.5746101709,3630310.97,3477905.38,180
2012,Qtr 4,November,27,928303.354477617,4761134.909999998,4573071.9399999995,257
2012,Qtr 4,November,28,819545.4845024855,4002057.3599999994,3758877.1400000015,218
2012,Qtr 4,November,29,535886.4113100962,3130353.71,3037724.2399999998,176
2012,Qtr 4,November,30,703127.2235766273,3225095.3500000015,3051972.540000001,186
2012,Qtr 4,December,1,609274.7303408487,3071849.339999999,2935749.41,180
2012,Qtr 4,December,2,301704.4108165677,1765509.3400000003,1756009.56,60
2012,Qtr 4,December,3,507862.49864928186,2315389.05,2313200.4,83
2012,Qtr 4,December,4,500086.9109233579,2390806.940000001,2286806.400000001,105
2012,Qtr 4,December,5,423351.6972979409,2286277.45,2221385.75,92
2012,Qtr 4,December,6,546047.9636561277,2733678.500000001,2715888.590000001,82
2012,Qtr 4,December,7,435120.2180750378,2104675.5399999996,2062291.3299999994,99
2012,Qtr 4,December,8,356765.6194448713,2087384.339999999,2027234.299999999,111
2012,Qtr 4,December,9,538805.9719252739,2472580.230000001,2370545.2100000014,127
2012,Qtr 4,December,10,534124.1685922787,2588116.09,2516779.1,149
2012,Qtr 4,December,11,695930.1627252295,3699430.1700000004,3651833.9499999997,192
2012,Qtr 4,December,12,836292.3028473738,4479407.6099999985,4291820.049999998,198
2012,Qtr 4,December,13,478645.0681464679,2342394.420000001,2253898.7400000007,138
2012,Qtr 4,December,14,553593.2107199564,2689922.870000002,2631901.4500000016,149
2012,Qtr 4,December,15,671272.7557916965,3403242.6099999985,3250924.089999998,196
2012,Qtr 4,December,16,779990.4259936397,3524620.6599999983,3478905.8899999983,204
2012,Qtr 4,December,17,840445.32670182,4321706.46,4214547.15,254
2012,Qtr 4,December,18,894094.4886270895,4418068.390000001,4256761.869999999,267
2012,Qtr 4,December,19,778679.8351790423,3835768.9799999986,3712859.0999999987,263
2012,Qtr 4,December,20,762232.8776009928,3908752.349999999,3745516.9699999997,227
2012,Qtr 4,December,21,781772.32692078,4070491.9300000006,3829280.2499999986,252
2012,Qtr 4,December,22,663810.5919569214,3225123.8700000006,3217656.5600000005,218
2012,Qtr 4,December,23,376945.6100173845,2155697.03,2135416.62,166
2012,Qtr 4,December,24,697334.7869153757,3369800.0699999984,3184805.139999999,258
2012,Qtr 4,December,25,1053573.4947822734,5020627.669999999,4838195.189999999,341
2012,Qtr 4,December,26,564904.5757263773,3386699.950000001,3054339.110000001,262
2012,Qtr 4,December,27,1053828.21630482,5052035.070000003,4927775.540000001,302
2012,Qtr 4,December,28,1867924.2132614963,8676781.170000007,8324785.590000007,558
2012,Qtr 4,December,29,1528840.3534981874,7992758.250000003,7491461.810000001,459
2012,Qtr 4,December,30,1327115.6023619673,6532536.1000000015,6415371.220000002,351
2012,Qtr 4,December,31,1128097.3011088443,5652522.080000005,5453273.730000005,341
2013,Qtr 1,January,1,1102687.457576847,5352959.150000004,5067861.690000002,288
2013,Qtr 1,January,2,369442.6004598131,1606940.4399999997,1606940.4399999997,47
2013,Qtr 1,January,3,430925.961704394,2281680.0100000002,2192028.8800000004,81
2013,Qtr 1,January,4,441754.4488983546,2489662.16,2403846.27,83
2013,Qtr 1,January,5,505034.8147084192,2544135.160000001,2312055.8700000006,78
2013,Qtr 1,January,6,538227.9097365816,2603356.520000001,2582826.750000001,93
2013,Qtr 1,January,7,579923.4417264963,3058740.9399999985,2972634.879999999,113
2013,Qtr 1,January,8,467617.55566724326,2449700.42,2403880.39,90
2013,Qtr 1,January,9,385784.2796228831,2049715.699999999,1945754.8699999994,75
2013,Qtr 1,January,10,646439.1380582086,2794331.4600000004,2664883.8999999994,79
2013,Qtr 1,January,11,537728.0095585133,2343077.25,2335859.04,79
2013,Qtr 1,January,12,572637.5877308294,2814596.5300000003,2771955.5800000005,92
2013,Qtr 1,January,13,616954.5491813256,2954558.53,2838807.3799999994,112
2013,Qtr 1,January,14,578930.6860787476,3077677.2799999993,2925287.4199999995,120
2013,Qtr 1,January,15,443182.701181326,2594262.72,2514353.6200000006,117
2013,Qtr 1,January,16,381767.00730237307,1849789.4300000009,1747290.0700000005,76
2013,Qtr 1,January,17,394195.8254717325,2173214.95,2088029.6900000004,83
2013,Qtr 1,January,18,476445.80267235055,2118706.090000001,2023908.4400000009,96
2013,Qtr 1,January,19,434345.14317452663,2477132.7900000005,2388666.1400000006,94
2013,Qtr 1,January,20,496971.86712253495,2522776.580000001,2456037.4000000004,116
2013,Qtr 1,January,21,822646.7642716384,4100379.4199999976,3940000.5599999973,148
2013,Qtr 1,January,22,733921.6728494479,3538734.119999999,3531000.9299999992,128
2013,Qtr 1,January,23,519373.0744887727,2939834.8299999996,2843293.629999999,114
2013,Qtr 1,January,24,390878.26594332303,2543802.1299999994,2426615.6299999994,108
2013,Qtr 1,January,25,528404.100648682,2858543.1199999996,2601333.8899999997,123
2013,Qtr 1,January,26,441235.09203285625,2317924.6500000004,2268976.2300000004,107
2013,Qtr 1,January,27,796869.3518208687,3890273.6899999976,3759011.639999998,152
2013,Qtr 1,January,28,967863.4910877037,5035315.869999996,4942075.4499999955,207
2013,Qtr 1,January,29,801685.1996324413,4846770.300000002,4677627.930000003,214
2013,Qtr 1,January,30,852823.649412793,4311738.8900000015,4182562.6500000013,185
2013,Qtr 1,January,31,614184.8322873078,3395878.0400000005,3236316.63,167
2013,Qtr 1,February,1,741136.369322012,4084243.1999999997,4010802.6300000013,163
2013,Qtr 1,February,2,398890.84339441144,2351969.7500000005,2300497.6300000004,80
2013,Qtr 1,February,3,350756.6585414537,2782269.1499999985,2608167.4499999997,102
2013,Qtr 1,February,4,499048.60783944925,3615271.3100000005,3426900.180000001,151
2013,Qtr 1,February,5,524213.170098009,3836134.94,3572068.0400000014,133
2013,Qtr 1,February,6,335986.3382662599,2328356.7099999995,2225269.21,87
2013,Qtr 1,February,7,430175.10740633315,2867743.2299999986,2755926.5799999996,101
2013,Qtr 1,February,8,413021.95809871115,2648161.4,2481891.8399999994,100
2013,Qtr 1,February,9,492768.5631700812,2969249.9600000004,2812422.7199999997,122
2013,Qtr 1,February,10,432263.28245489416,3395360.3200000008,3234624.3000000007,139
2013,Qtr 1,February,11,617097.0676909188,4213417.519999999,3913679.909999999,187
2013,Qtr 1,February,12,553837.2693599202,3967295.550000001,3637070.9600000004,163
2013,Qtr 1,February,13,445773.9857335668,3156812.35,3036502.270000002,118
2013,Qtr 1,February,14,464218.60571737005,3293261.9400000013,3048556.7399999998,142
2013,Qtr 1,February,15,476522.35648706445,2914719.0300000017,2677766.6500000004,111
2013,Qtr 1,February,16,457447.46478061966,3377578.9900000007,3116059.3000000007,140
2013,Qtr 1,February,17,390336.6087316444,3433567.609999999,3242630.6699999985,150
2013,Qtr 1,February,18,484500.31852590013,4506926.569999999,4157499.2399999993,183
2013,Qtr 1,February,19,761365.708234028,4350762.949999999,4117407.62,174
2013,Qtr 1,February,20,485279.4542743877,3392471.040000001,3232945.339999999,148
2013,Qtr 1,February,21,618777.7113532533,3441512.190000001,3205530.0200000023,141
2013,Qtr 1,February,22,527743.6086533308,3535377.380000002,3420675.260000001,154
2013,Qtr 1,February,23,697707.8438941552,4358122.120000001,4048730.7900000014,179
2013,Qtr 1,February,24,746133.5631820757,5497125.67,4983036.780000001,243
2013,Qtr 1,February,25,1347634.9611205736,9199119.549999999,8629250.159999996,411
2013,Qtr 1,February,26,793182.0949507231,6832406.690000002,6277124.299999998,329
2013,Qtr 1,February,27,545915.8669703453,5771331.899999999,5260976.339999997,299
2013,Qtr 1,February,28,632818.3047902094,4402527.849999997,4178071.919999998,211
2013,Qtr 1,March,1,300117.37604145677,2779785.6800000016,2475101.960000001,142
2013,Qtr 1,March,2,43237.62982717307,279813.94,279813.94,9
2013,Qtr 1,March,3,453020.90089661285,1959484.08,1957216.6700000002,48
2013,Qtr 1,March,4,283192.0584594812,1412869.4299999997,1393499.5299999996,56
2013,Qtr 1,March,5,485044.69243132795,2440470.7200000007,2400943.810000001,83
2013,Qtr 1,March,6,611581.6185560959,3247761.179999998,3207265.499999998,110
2013,Qtr 1,March,7,801470.8160214656,4038894.8699999964,3910983.2799999975,161
2013,Qtr 1,March,8,771179.2905056562,3629830.2600000002,3557557.64,139
2013,Qtr 1,March,9,698674.980191261,3263371.0900000003,3198984.19,118
2013,Qtr 1,March,10,638727.1105297293,3605090.31,3461394.5,129
2013,Qtr 1,March,11,628271.8407340478,3360342.1299999994,3100808.1599999988,134
2013,Qtr 1,March,12,790779.1887237689,3695271.6299999957,3596917.359999996,149
2013,Qtr 1,March,13,852993.2012556031,4343323.910000001,4249402.33,181
2013,Qtr 1,March,14,1286374.2470570935,6732148.5600000005,6328441.039999999,245
2013,Qtr 1,March,15,1114425.9853641365,5382087.85,5220339.800000001,207
2013,Qtr 1,March,16,828983.8818508044,3648041.26,3564515.0699999994,138
2013,Qtr 1,March,17,818657.6480842944,4401297.6400000015,4310505.54,172
2013,Qtr 1,March,18,757907.0991561168,4583247.709999998,4429733.529999998,203
2013,Qtr 1,March,19,397039.7831171513,4649719.899999998,4193052.760000001,218
2013,Qtr 1,March,20,227166.56505847172,5018770.020000002,4390347.140000004,246
2013,Qtr 1,March,21,180393.79606653756,7521641.840000002,6536954.590000001,322
2013,Qtr 1,March,22,-194320.5358964441,6639193.369999998,5590606.299999996,306
2013,Qtr 1,March,23,-142381.36680702082,6009508.609999996,5055555.300000002,246
2013,Qtr 1,March,24,-136281.3711132388,5088153.200000002,4416644.609999998,236
2013,Qtr 1,March,25,-24203.640267023977,4694308.820000003,4022554.3100000015,216
2013,Qtr 1,March,26,-152344.73663132376,5756797.75,4900112.489999997,256
2013,Qtr 1,March,27,-26994.90348646249,6979983.819999999,5705318.569999998,313
2013,Qtr 1,March,28,-138029.93712941415,8193539.19,6864234.869999999,398
2013,Qtr 1,March,29,-291638.70707923296,8435118.140000004,7052170.710000001,369
2013,Qtr 1,March,30,-363921.3605036103,11804834.350000001,9784931.84000001,544
2013,Qtr 1,March,31,-204626.53890427895,9466784.850000003,8173729.299999996,496
2013,Qtr 2,April,1,-148269.92547506106,10341057.99999999,8689181.050000004,516
2013,Qtr 2,April,2,-157724.45312164215,8308912.160000004,6877994.490000003,407
2013,Qtr 2,April,3,-119972.25937280868,8740749.509999998,7239341.549999991,448
2013,Qtr 2,April,4,-12002.372587938104,4270660.8,3603739.470000003,175
2013,Qtr 2,April,5,74479.42965686187,3073716.42,2660280.8199999984,128
2013,Qtr 2,April,6,-1428.4278962001922,3663196.560000002,2958827.1799999997,165
2013,Qtr 2,April,7,-34905.55038797012,2970773.190000001,2480964.600000002,165
2013,Qtr 2,April,8,-257320.2699878669,4700456.380000001,4033845.8400000012,192
2013,Qtr 2,April,9,-70908.53326241963,4293257.180000001,3689851.1100000013,212
2013,Qtr 2,April,10,-38924.2933149972,6036482.960000001,5140603.580000002,269
2013,Qtr 2,April,11,-74469.09772710215,4282316.41,3608487.090000002,194
2013,Qtr 2,April,12,-80388.67473998255,4310037.05,3684116.230000001,177
2013,Qtr 2,April,13,-101647.88319239923,5259026.859999999,4418202.929999998,238
2013,Qtr 2,April,14,298186.9130116582,4561804.359999999,4103432.9499999993,209
2013,Qtr 2,April,15,407722.2395299903,5263226.200000003,4726305.589999999,226
2013,Qtr 2,April,16,927351.5892424698,5904786.580000003,5448824.150000001,267
2013,Qtr 2,April,17,1279369.8949592563,8167990.8999999985,7520632.239999995,344
2013,Qtr 2,April,18,1258858.9021110544,6550647.53,6361156.580000001,276
2013,Qtr 2,April,19,1212555.6933395397,5932028.679999999,5812195.9399999995,214
2013,Qtr 2,April,20,1281512.8545538844,6063388.950000002,5892895.729999999,253
2013,Qtr 2,April,21,1280714.877130271,6354512.420000001,6179248.050000002,262
2013,Qtr 2,April,22,1408487.2321129204,7321859.979999996,7125525.839999995,319
2013,Qtr 2,April,23,1814600.1023691145,8838572.43,8584157.979999997,370
2013,Qtr 2,April,24,2020198.9676330164,9358565.610000003,9134095.650000002,431
2013,Qtr 2,April,25,1880974.3295858547,9239371.509999996,8781463.850000003,394
2013,Qtr 2,April,26,1261832.7684744,6156392.840000004,5998256.850000003,270
2013,Qtr 2,April,27,1313034.1072823117,6490909.8300000075,6353461.2900000075,277
2013,Qtr 2,April,28,1826373.4405766202,9157829.330000002,8824165.370000003,362
2013,Qtr 2,April,29,2693806.382735897,13274433.27999999,12812607.999999989,584
2013,Qtr 2,April,30,2306069.512089452,11196816.009999983,10992065.679999983,530
2013,Qtr 2,May,1,2634107.2737633525,13163899.490000002,12772135.42,569
2013,Qtr 2,May,2,2180416.8344014827,11200772.860000003,10986639.970000004,512
2013,Qtr 2,May,3,1651260.8286649012,8194972.009999998,8010622.369999997,341
2013,Qtr 2,May,4,606480.5686615659,3225175.5700000003,3077070.85,116
2013,Qtr 2,May,5,636966.8766449249,3934596.8699999996,3851823.0099999993,149
2013,Qtr 2,May,6,912838.6164159116,4382044.629999999,4125401.5600000005,166
2013,Qtr 2,May,7,674677.1849756595,3773012.980000003,3636811.6800000016,162
2013,Qtr 2,May,8,1163871.8540526184,5474028.920000002,5229381.460000001,211
2013,Qtr 2,May,9,1140159.9965254944,5818356.440000001,5614704.100000001,241
2013,Qtr 2,May,10,858004.9345404818,4311488.259999998,4159218.5599999987,183
2013,Qtr 2,May,11,1005148.1962774345,4388803.599999999,4173408.89,171
2013,Qtr 2,May,12,860103.9024742466,4319929.120000002,3993828.7600000016,187
2013,Qtr 2,May,13,949691.3877845346,4688728.170000001,4417967.57,180
2013,Qtr 2,May,14,1098734.839254765,5622176.450000002,5437693.739999999,221
2013,Qtr 2,May,15,1267968.906662594,6483311.600000005,6289041.460000006,264
2013,Qtr 2,May,16,1585532.6610784323,7727680.049999997,7550068.369999997,322
2013,Qtr 2,May,17,1283355.513204264,6527601.739999998,6361165.519999999,253
2013,Qtr 2,May,18,937271.2176497064,5131776.850000002,4942110.880000002,215
2013,Qtr 2,May,19,1070491.1165606838,5417543.030000003,5298982.690000001,228
2013,Qtr 2,May,20,920699.7203051787,5837064.060000003,5608721.470000003,236
2013,Qtr 2,May,21,1041666.2006195601,5177654.069999998,5007453.8999999985,220
2013,Qtr 2,May,22,1349021.106076216,6987925.420000001,6906925.03,303
2013,Qtr 2,May,23,1988121.2402508636,9228240.960000005,8915573.260000002,365
2013,Qtr 2,May,24,1398729.1816773973,6695469.829999998,6448410.21,271
2013,Qtr 2,May,25,1129846.3503606888,5071642.95,4910502.27,202
2013,Qtr 2,May,26,754535.3820204502,3662458.239999999,3623034.4799999995,143
2013,Qtr 2,May,27,918592.1466082865,4410126.259999999,4306074.36,192
2013,Qtr 2,May,28,1289304.459313623,6379777.129999998,6094037.7399999965,232
2013,Qtr 2,May,29,1452957.2370865885,7399406.789999999,7111882.659999999,338
2013,Qtr 2,May,30,2744625.7234528703,12875520.86,12331789.919999998,551
2013,Qtr 2,May,31,2550338.9782101465,13895161.349999998,13456660.249999993,570
2013,Qtr 2,June,1,2783455.0410982375,13195224.830000013,12738036.64000001,566
2013,Qtr 2,June,2,2419118.635451644,12102303.369999988,11835066.429999994,511
2013,Qtr 2,June,3,1844996.1683461005,9519058.600000005,9227490.640000004,430
2013,Qtr 2,June,4,1083002.3677543998,5443432.630000004,5236810.980000002,209
2013,Qtr 2,June,5,1343681.5432870053,6871714.159999998,6704021.869999998,275
2013,Qtr 2,June,6,1049518.1787376176,5692902.1099999985,5464800.039999999,193
2013,Qtr 2,June,7,831839.655265756,3877460.5600000015,3655111.7300000023,157
2013,Qtr 2,June,8,736728.2388005813,3671953.0100000002,3548134.9099999997,140
2013,Qtr 2,June,9,812865.5644723793,3959830.7400000016,3787797.9,181
2013,Qtr 2,June,10,855018.961632603,4491224.47,4141061.759999999,177
2013,Qtr 2,June,11,1055110.453409568,5072758.200000003,4772690.910000002,202
2013,Qtr 2,June,12,1372994.1843728826,7293829.530000002,6923719.740000003,304
2013,Qtr 2,June,13,1284502.4976778422,6883747.710000001,6650446.290000004,253
2013,Qtr 2,June,14,890292.0929082495,4880288.81,4784958.069999998,193
