product_id,product_name,category,segment,order_status,order_count
2219,VietMotion RP-16,Outdoor,Activewear,delivered,2634
635,SaigonFlex UC-00,Streetwear,Everyday,delivered,2634
778,HanoiStreet RP-66,Outdoor,Activewear,delivered,2633
777,HanoiStreet RP-65,Outdoor,Activewear,delivered,2616
781,HanoiStreet RP-69,Outdoor,Activewear,delivered,2520
551,SaigonFlex UC-16,Streetwear,Everyday,delivered,2508
782,HanoiStreet RP-70,Outdoor,Activewear,delivered,2497
506,SaigonFlex UM-11,Streetwear,Balanced,delivered,2488
2359,VietMotion UC-07,Streetwear,Everyday,delivered,2481
2255,VietMotion RP-52,Outdoor,Activewear,delivered,2470
2254,VietMotion RP-51,Outdoor,Activewear,delivered,2447
763,HanoiStreet RP-51,Outdoor,Activewear,delivered,2423
764,HanoiStreet RP-52,Outdoor,Activewear,delivered,2406
2090,UrbanVN UC-25,Streetwear,Everyday,delivered,2387
443,SaigonFlex UM-48,Streetwear,Balanced,delivered,2224
496,SaigonFlex UM-01,Streetwear,Balanced,delivered,2206
690,SaigonFlex UC-55,Streetwear,Everyday,delivered,2202
2212,VietMotion RP-09,Outdoor,Activewear,delivered,2168
2213,VietMotion RP-10,Outdoor,Activewear,delivered,2153
674,SaigonFlex UC-39,Streetwear,Everyday,delivered,2105
966,HanoiStreet UC-29,Streetwear,Everyday,delivered,2053
548,SaigonFlex UC-13,Streetwear,Everyday,delivered,1961
636,SaigonFlex UC-01,Streetwear,Everyday,delivered,1937
965,HanoiStreet UC-28,Streetwear,Everyday,delivered,1910
433,SaigonFlex UM-38,Streetwear,Balanced,delivered,1909
676,SaigonFlex UC-41,Streetwear,Everyday,delivered,1857
1171,MekongFit UE-07,Streetwear,Performance,delivered,1807
725,HanoiStreet RP-13,Outdoor,Activewear,delivered,1796
726,HanoiStreet RP-14,Outdoor,Activewear,delivered,1795
992,HanoiStreet UC-55,Streetwear,Everyday,delivered,1765
559,SaigonFlex UC-24,Streetwear,Everyday,delivered,1764
2394,VietMotion YY-03,GenZ,Trendy,delivered,1757
2387,VietMotion UC-35,Streetwear,Everyday,delivered,1700
779,HanoiStreet RP-67,Outdoor,Activewear,delivered,1683
2380,VietMotion UC-28,Streetwear,Everyday,delivered,1669
780,HanoiStreet RP-68,Outdoor,Activewear,delivered,1656
445,SaigonFlex UM-50,Streetwear,Balanced,delivered,1647
757,HanoiStreet RP-45,Outdoor,Activewear,delivered,1625
2237,VietMotion RP-34,Outdoor,Activewear,delivered,1622
758,HanoiStreet RP-46,Outdoor,Activewear,delivered,1622
2236,VietMotion RP-33,Outdoor,Activewear,delivered,1613
605,SaigonFlex UC-70,Streetwear,Everyday,delivered,1612
2354,VietMotion UC-02,Streetwear,Everyday,delivered,1608
2253,VietMotion RP-50,Outdoor,Activewear,delivered,1599
2252,VietMotion RP-49,Outdoor,Activewear,delivered,1583
499,SaigonFlex UM-04,Streetwear,Balanced,delivered,1562
615,SaigonFlex UC-80,Streetwear,Everyday,delivered,1550
689,SaigonFlex UC-54,Streetwear,Everyday,delivered,1531
657,SaigonFlex UC-22,Streetwear,Everyday,delivered,1523
735,HanoiStreet RP-23,Outdoor,Activewear,delivered,1517
596,SaigonFlex UC-61,Streetwear,Everyday,delivered,1504
736,HanoiStreet RP-24,Outdoor,Activewear,delivered,1500
939,HanoiStreet UC-02,Streetwear,Everyday,delivered,1491
808,HanoiStreet RS-12,Outdoor,Premium,delivered,1487
2235,VietMotion RP-32,Outdoor,Activewear,delivered,1480
2234,VietMotion RP-31,Outdoor,Activewear,delivered,1473
2280,VietMotion RS-13,Outdoor,Premium,delivered,1461
650,SaigonFlex UC-15,Streetwear,Everyday,delivered,1457
819,HanoiStreet UM-03,Streetwear,Balanced,delivered,1436
990,HanoiStreet UC-53,Streetwear,Everyday,delivered,1408
2353,VietMotion UC-01,Streetwear,Everyday,delivered,1401
1115,MekongFit RS-03,Outdoor,Premium,delivered,1399
2284,VietMotion RS-17,Outdoor,Premium,delivered,1388
2214,VietMotion RP-11,Outdoor,Activewear,delivered,1386
967,HanoiStreet UC-30,Streetwear,Everyday,delivered,1386
1916,UrbanVN MA-09,Casual,All-weather,delivered,1383
432,SaigonFlex UM-37,Streetwear,Balanced,delivered,1383
1129,MekongFit UM-06,Streetwear,Balanced,delivered,1381
2238,VietMotion RP-35,Outdoor,Activewear,delivered,1373
2215,VietMotion RP-12,Outdoor,Activewear,delivered,1371
2239,VietMotion RP-36,Outdoor,Activewear,delivered,1356
1223,MekongFit UC-25,Streetwear,Everyday,delivered,1320
1175,MekongFit UE-11,Streetwear,Performance,delivered,1299
1191,MekongFit UE-27,Streetwear,Performance,delivered,1280
964,HanoiStreet UC-27,Streetwear,Everyday,delivered,1280
407,SaigonFlex UM-12,Streetwear,Balanced,delivered,1263
1187,MekongFit UE-23,Streetwear,Performance,delivered,1253
1995,UrbanVN UM-02,Streetwear,Balanced,delivered,1228
599,SaigonFlex UC-64,Streetwear,Everyday,delivered,1228
409,SaigonFlex UM-14,Streetwear,Balanced,delivered,1220
2277,VietMotion RS-10,Outdoor,Premium,delivered,1220
681,SaigonFlex UC-46,Streetwear,Everyday,delivered,1220
578,SaigonFlex UC-43,Streetwear,Everyday,delivered,1217
1098,MekongFit RP-44,Outdoor,Activewear,delivered,1215
600,SaigonFlex UC-65,Streetwear,Everyday,delivered,1210
1097,MekongFit RP-43,Outdoor,Activewear,delivered,1197
767,HanoiStreet RP-55,Outdoor,Activewear,delivered,1185
644,SaigonFlex UC-09,Streetwear,Everyday,delivered,1182
2334,VietMotion UE-08,Streetwear,Performance,delivered,1157
768,HanoiStreet RP-56,Outdoor,Activewear,delivered,1156
467,SaigonFlex UM-72,Streetwear,Balanced,delivered,1155
580,SaigonFlex UC-45,Streetwear,Everyday,delivered,1149
2207,VietMotion RP-04,Outdoor,Activewear,delivered,1147
400,SaigonFlex UM-05,Streetwear,Balanced,delivered,1136
1172,MekongFit UE-08,Streetwear,Performance,delivered,1134
2206,VietMotion RP-03,Outdoor,Activewear,delivered,1124
2053,UrbanVN UE-13,Streetwear,Performance,delivered,1115
647,SaigonFlex UC-12,Streetwear,Everyday,delivered,1110
702,HanoiStreet MA-09,Casual,All-weather,delivered,1110
910,HanoiStreet UE-19,Streetwear,Performance,delivered,1101
1212,MekongFit UC-14,Streetwear,Everyday,delivered,1087
2376,VietMotion UC-24,Streetwear,Everyday,delivered,1085
2263,VietMotion RP-60,Outdoor,Activewear,delivered,1081
1809,SaigonCore YY-04,GenZ,Trendy,delivered,1079
2084,UrbanVN UC-19,Streetwear,Everyday,delivered,1075
2262,VietMotion RP-59,Outdoor,Activewear,delivered,1074
585,SaigonFlex UC-50,Streetwear,Everyday,delivered,1068
510,SaigonFlex UM-15,Streetwear,Balanced,delivered,1061
641,SaigonFlex UC-06,Streetwear,Everyday,delivered,1060
2091,UrbanVN UC-26,Streetwear,Everyday,delivered,1055
2056,UrbanVN UE-16,Streetwear,Performance,delivered,1053
989,HanoiStreet UC-52,Streetwear,Everyday,delivered,1035
1920,UrbanVN MA-13,Casual,All-weather,delivered,1029
2343,VietMotion UE-17,Streetwear,Performance,delivered,1029
1061,MekongFit RP-07,Outdoor,Activewear,delivered,1024
2058,UrbanVN UE-18,Streetwear,Performance,delivered,1021
2379,VietMotion UC-27,Streetwear,Everyday,delivered,1019
1062,MekongFit RP-08,Outdoor,Activewear,delivered,1007
2384,VietMotion UC-32,Streetwear,Everyday,delivered,1002
1229,MekongFit UC-31,Streetwear,Everyday,delivered,991
816,HanoiStreet RS-20,Outdoor,Premium,delivered,986
1935,UrbanVN RP-10,Outdoor,Activewear,delivered,983
2071,UrbanVN UC-06,Streetwear,Everyday,delivered,976
2098,UrbanVN YY-02,GenZ,Trendy,delivered,973
1934,UrbanVN RP-09,Outdoor,Activewear,delivered,960
792,HanoiStreet RP-80,Outdoor,Activewear,cancelled,952
2086,UrbanVN UC-21,Streetwear,Everyday,delivered,949
791,HanoiStreet RP-79,Outdoor,Activewear,cancelled,949
1975,UrbanVN RP-50,Outdoor,Activewear,delivered,947
1974,UrbanVN RP-49,Outdoor,Activewear,delivered,941
426,SaigonFlex UM-31,Streetwear,Balanced,delivered,941
1186,MekongFit UE-22,Streetwear,Performance,delivered,940
1964,UrbanVN RP-39,Outdoor,Activewear,delivered,925
1965,UrbanVN RP-40,Outdoor,Activewear,delivered,919
2199,VietMotion MA-13,Casual,All-weather,delivered,915
2368,VietMotion UC-16,Streetwear,Everyday,delivered,910
1982,UrbanVN RS-01,Outdoor,Premium,delivered,880
2400,VietMotion YY-09,GenZ,Trendy,delivered,877
1226,MekongFit UC-28,Streetwear,Everyday,delivered,859
26,DragonWear MA-26,Casual,All-weather,delivered,848
2099,UrbanVN YY-03,GenZ,Trendy,delivered,837
2412,VietMotion YY-21,GenZ,Trendy,delivered,825
1181,MekongFit UE-17,Streetwear,Performance,delivered,825
1114,MekongFit RS-02,Outdoor,Premium,delivered,815
622,SaigonFlex UC-87,Streetwear,Everyday,delivered,805
572,SaigonFlex UC-37,Streetwear,Everyday,delivered,805
1178,MekongFit UE-14,Streetwear,Performance,delivered,805
1005,HanoiStreet YY-06,GenZ,Trendy,delivered,803
1989,UrbanVN RS-08,Outdoor,Premium,delivered,798
1124,MekongFit UM-01,Streetwear,Balanced,delivered,796
2355,VietMotion UC-03,Streetwear,Everyday,delivered,789
2073,UrbanVN UC-08,Streetwear,Everyday,delivered,770
422,SaigonFlex UM-27,Streetwear,Balanced,delivered,765
631,SaigonFlex UC-96,Streetwear,Everyday,delivered,758
1517,VietMode RP-09,Outdoor,Activewear,delivered,737
567,SaigonFlex UC-32,Streetwear,Everyday,delivered,732
1924,UrbanVN MA-17,Casual,All-weather,delivered,731
604,SaigonFlex UC-69,Streetwear,Everyday,cancelled,729
115,DragonWear UM-42,Streetwear,Balanced,delivered,726
2045,UrbanVN UE-05,Streetwear,Performance,cancelled,721
2361,VietMotion UC-09,Streetwear,Everyday,delivered,714
915,HanoiStreet UE-24,Streetwear,Performance,delivered,714
2016,UrbanVN UR-19,Streetwear,Standard,delivered,714
2205,VietMotion RP-02,Outdoor,Activewear,delivered,709
1180,MekongFit UE-16,Streetwear,Performance,delivered,708
1518,VietMode RP-10,Outdoor,Activewear,delivered,707
1165,MekongFit UE-01,Streetwear,Performance,delivered,705
2345,VietMotion UE-19,Streetwear,Performance,delivered,704
2395,VietMotion YY-04,GenZ,Trendy,delivered,701
2192,VietMotion MA-06,Casual,All-weather,delivered,696
2350,VietMotion UE-24,Streetwear,Performance,delivered,693
1942,UrbanVN RP-17,Outdoor,Activewear,delivered,688
512,SaigonFlex UR-01,Streetwear,Standard,delivered,682
470,SaigonFlex UM-75,Streetwear,Balanced,delivered,682
2204,VietMotion RP-01,Outdoor,Activewear,delivered,682
2352,VietMotion UE-26,Streetwear,Performance,delivered,677
660,SaigonFlex UC-25,Streetwear,Everyday,delivered,676
671,SaigonFlex UC-36,Streetwear,Everyday,delivered,676
2295,VietMotion UM-10,Streetwear,Balanced,delivered,675
1215,MekongFit UC-17,Streetwear,Everyday,delivered,670
2332,VietMotion UE-06,Streetwear,Performance,cancelled,668
1001,HanoiStreet YY-02,GenZ,Trendy,delivered,666
675,SaigonFlex UC-40,Streetwear,Everyday,delivered,664
2365,VietMotion UC-13,Streetwear,Everyday,delivered,661
1943,UrbanVN RP-18,Outdoor,Activewear,delivered,660
451,SaigonFlex UM-56,Streetwear,Balanced,delivered,659
549,SaigonFlex UC-14,Streetwear,Everyday,delivered,652
577,SaigonFlex UC-42,Streetwear,Everyday,delivered,652
954,HanoiStreet UC-17,Streetwear,Everyday,delivered,651
927,HanoiStreet UE-36,Streetwear,Performance,cancelled,648
438,SaigonFlex UM-43,Streetwear,Balanced,cancelled,642
2389,VietMotion UC-37,Streetwear,Everyday,delivered,638
487,SaigonFlex UM-92,Streetwear,Balanced,cancelled,637
1017,HanoiStreet YY-18,GenZ,Trendy,delivered,634
1182,MekongFit UE-18,Streetwear,Performance,cancelled,632
2402,VietMotion YY-11,GenZ,Trendy,delivered,630
797,HanoiStreet RS-01,Outdoor,Premium,delivered,628
206,IndigoViet UM-08,Streetwear,Balanced,delivered,622
792,HanoiStreet RP-80,Outdoor,Activewear,returned,622
1065,MekongFit RP-11,Outdoor,Activewear,delivered,619
826,HanoiStreet UM-10,Streetwear,Balanced,cancelled,616
1392,VietMode RP-84,Outdoor,Activewear,delivered,611
461,SaigonFlex UM-66,Streetwear,Balanced,delivered,605
1391,VietMode RP-83,Outdoor,Activewear,delivered,601
1183,MekongFit UE-19,Streetwear,Performance,delivered,601
590,SaigonFlex UC-55,Streetwear,Everyday,delivered,593
1078,MekongFit RP-24,Outdoor,Activewear,delivered,590
908,HanoiStreet UE-17,Streetwear,Performance,delivered,589
1217,MekongFit UC-19,Streetwear,Everyday,delivered,586
791,HanoiStreet RP-79,Outdoor,Activewear,returned,586
945,HanoiStreet UC-08,Streetwear,Everyday,delivered,583
1077,MekongFit RP-23,Outdoor,Activewear,delivered,581
1912,UrbanVN MA-05,Casual,All-weather,delivered,579
1987,UrbanVN RS-06,Outdoor,Premium,delivered,579
1066,MekongFit RP-12,Outdoor,Activewear,delivered,578
418,SaigonFlex UM-23,Streetwear,Balanced,delivered,576
2067,UrbanVN UC-02,Streetwear,Everyday,delivered,576
2138,PhoenixWear UR-14,Streetwear,Standard,delivered,575
472,SaigonFlex UM-77,Streetwear,Balanced,delivered,575
1915,UrbanVN MA-08,Casual,All-weather,delivered,569
1120,MekongFit RS-08,Outdoor,Premium,delivered,568
1213,MekongFit UC-15,Streetwear,Everyday,delivered,564
1203,MekongFit UC-05,Streetwear,Everyday,delivered,555
2393,VietMotion YY-02,GenZ,Trendy,delivered,550
1057,MekongFit RP-03,Outdoor,Activewear,delivered,549
1058,MekongFit RP-04,Outdoor,Activewear,delivered,540
2092,UrbanVN UC-27,Streetwear,Everyday,delivered,540
565,SaigonFlex UC-30,Streetwear,Everyday,delivered,537
495,SaigonFlex UM-00,Streetwear,Balanced,delivered,536
556,SaigonFlex UC-21,Streetwear,Everyday,delivered,534
716,HanoiStreet RP-04,Outdoor,Activewear,delivered,534
1093,MekongFit RP-39,Outdoor,Activewear,delivered,533
1994,UrbanVN UM-01,Streetwear,Balanced,delivered,524
715,HanoiStreet RP-03,Outdoor,Activewear,delivered,520
502,SaigonFlex UM-07,Streetwear,Balanced,delivered,519
1818,SaigonCore YY-13,GenZ,Trendy,delivered,517
734,HanoiStreet RP-22,Outdoor,Activewear,cancelled,515
2367,VietMotion UC-15,Streetwear,Everyday,delivered,513
1094,MekongFit RP-40,Outdoor,Activewear,delivered,512
586,SaigonFlex UC-51,Streetwear,Everyday,delivered,510
854,HanoiStreet UM-38,Streetwear,Balanced,delivered,510
1884,BambooCraft UC-03,Streetwear,Everyday,delivered,508
1830,SaigonCore YY-25,GenZ,Trendy,delivered,504
1155,MekongFit UR-12,Streetwear,Standard,delivered,504
2391,VietMotion UC-39,Streetwear,Everyday,delivered,503
804,HanoiStreet RS-08,Outdoor,Premium,delivered,503
606,SaigonFlex UC-71,Streetwear,Everyday,delivered,501
491,SaigonFlex UM-96,Streetwear,Balanced,cancelled,501
2385,VietMotion UC-33,Streetwear,Everyday,delivered,495
2331,VietMotion UE-05,Streetwear,Performance,cancelled,487
475,SaigonFlex UM-80,Streetwear,Balanced,cancelled,486
729,HanoiStreet RP-17,Outdoor,Activewear,delivered,485
733,HanoiStreet RP-21,Outdoor,Activewear,cancelled,484
730,HanoiStreet RP-18,Outdoor,Activewear,delivered,483
488,SaigonFlex UM-93,Streetwear,Balanced,delivered,482
809,HanoiStreet RS-13,Outdoor,Premium,delivered,481
2054,UrbanVN UE-14,Streetwear,Performance,cancelled,481
1059,MekongFit RP-05,Outdoor,Activewear,delivered,480
2250,VietMotion RP-47,Outdoor,Activewear,delivered,471
1060,MekongFit RP-06,Outdoor,Activewear,delivered,470
573,SaigonFlex UC-38,Streetwear,Everyday,delivered,469
2055,UrbanVN UE-15,Streetwear,Performance,cancelled,465
2251,VietMotion RP-48,Outdoor,Activewear,delivered,465
1049,MekongFit MA-07,Casual,All-weather,delivered,465
2180,PhoenixWear UC-10,Streetwear,Everyday,delivered,457
1116,MekongFit RS-04,Outdoor,Premium,delivered,456
1963,UrbanVN RP-38,Outdoor,Activewear,delivered,455
1962,UrbanVN RP-37,Outdoor,Activewear,delivered,453
571,SaigonFlex UC-36,Streetwear,Everyday,delivered,453
906,HanoiStreet UE-15,Streetwear,Performance,delivered,453
1085,MekongFit RP-31,Outdoor,Activewear,cancelled,449
1086,MekongFit RP-32,Outdoor,Activewear,cancelled,448
993,HanoiStreet UC-56,Streetwear,Everyday,cancelled,447
3,DragonWear MA-03,Casual,All-weather,delivered,447
1006,HanoiStreet YY-07,GenZ,Trendy,delivered,446
770,HanoiStreet RP-58,Outdoor,Activewear,delivered,445
793,HanoiStreet RP-81,Outdoor,Activewear,cancelled,444
1228,MekongFit UC-30,Streetwear,Everyday,delivered,443
670,SaigonFlex UC-35,Streetwear,Everyday,delivered,442
1909,UrbanVN MA-02,Casual,All-weather,delivered,442
604,SaigonFlex UC-69,Streetwear,Everyday,returned,441
1137,MekongFit UM-14,Streetwear,Balanced,delivered,441
2222,VietMotion RP-19,Outdoor,Activewear,delivered,441
759,HanoiStreet RP-47,Outdoor,Activewear,cancelled,440
2223,VietMotion RP-20,Outdoor,Activewear,delivered,439
93,DragonWear UM-20,Streetwear,Balanced,delivered,436
1852,SaigonCore YY-47,GenZ,Trendy,delivered,435
2049,UrbanVN UE-09,Streetwear,Performance,delivered,433
1990,UrbanVN RS-09,Outdoor,Premium,delivered,429
769,HanoiStreet RP-57,Outdoor,Activewear,delivered,429
457,SaigonFlex UM-62,Streetwear,Balanced,delivered,429
760,HanoiStreet RP-48,Outdoor,Activewear,cancelled,428
762,HanoiStreet RP-50,Outdoor,Activewear,cancelled,428
930,HanoiStreet UE-39,Streetwear,Performance,delivered,424
489,SaigonFlex UM-94,Streetwear,Balanced,delivered,423
1434,VietMode RP-26,Outdoor,Activewear,delivered,423
794,HanoiStreet RP-82,Outdoor,Activewear,cancelled,422
2045,UrbanVN UE-05,Streetwear,Performance,returned,422
8,DragonWear MA-08,Casual,All-weather,delivered,421
2269,VietMotion RS-02,Outdoor,Premium,cancelled,420
699,HanoiStreet MA-06,Casual,All-weather,delivered,419
2373,VietMotion UC-21,Streetwear,Everyday,delivered,419
2197,VietMotion MA-11,Casual,All-weather,delivered,419
487,SaigonFlex UM-92,Streetwear,Balanced,returned,415
545,SaigonFlex UC-10,Streetwear,Everyday,delivered,415
1433,VietMode RP-25,Outdoor,Activewear,delivered,415
493,SaigonFlex UM-98,Streetwear,Balanced,delivered,414
2396,VietMotion YY-05,GenZ,Trendy,cancelled,413
1859,SaigonCore YY-54,GenZ,Trendy,delivered,411
1819,SaigonCore YY-14,GenZ,Trendy,delivered,410
761,HanoiStreet RP-49,Outdoor,Activewear,cancelled,410
1043,MekongFit MA-01,Casual,All-weather,delivered,409
2064,UrbanVN UE-24,Streetwear,Performance,cancelled,409
1230,MekongFit UC-32,Streetwear,Everyday,delivered,406
1907,BambooCraft UC-26,Streetwear,Everyday,delivered,406
1139,MekongFit UM-16,Streetwear,Balanced,delivered,406
2332,VietMotion UE-06,Streetwear,Performance,returned,402
1182,MekongFit UE-18,Streetwear,Performance,returned,401
1096,MekongFit RP-42,Outdoor,Activewear,delivered,399
2275,VietMotion RS-08,Outdoor,Premium,cancelled,399
946,HanoiStreet UC-09,Streetwear,Everyday,delivered,397
927,HanoiStreet UE-36,Streetwear,Performance,returned,397
2336,VietMotion UE-10,Streetwear,Performance,delivered,395
103,DragonWear UM-30,Streetwear,Balanced,delivered,395
595,SaigonFlex UC-60,Streetwear,Everyday,delivered,392
575,SaigonFlex UC-40,Streetwear,Everyday,delivered,391
907,HanoiStreet UE-16,Streetwear,Performance,cancelled,391
981,HanoiStreet UC-44,Streetwear,Everyday,cancelled,387
2047,UrbanVN UE-07,Streetwear,Performance,delivered,387
2150,PhoenixWear UE-03,Streetwear,Performance,delivered,387
753,HanoiStreet RP-41,Outdoor,Activewear,delivered,383
1095,MekongFit RP-41,Outdoor,Activewear,delivered,382
1892,BambooCraft UC-11,Streetwear,Everyday,delivered,378
202,IndigoViet UM-04,Streetwear,Balanced,delivered,376
796,HanoiStreet RP-84,Outdoor,Activewear,delivered,376
438,SaigonFlex UM-43,Streetwear,Balanced,returned,375
795,HanoiStreet RP-83,Outdoor,Activewear,delivered,374
2074,UrbanVN UC-09,Streetwear,Everyday,delivered,367
754,HanoiStreet RP-42,Outdoor,Activewear,delivered,367
1022,HanoiStreet YY-23,GenZ,Trendy,delivered,366
2169,PhoenixWear UE-22,Streetwear,Performance,delivered,366
788,HanoiStreet RP-76,Outdoor,Activewear,delivered,366
2189,VietMotion MA-03,Casual,All-weather,delivered,366
589,SaigonFlex UC-54,Streetwear,Everyday,delivered,365
2082,UrbanVN UC-17,Streetwear,Everyday,delivered,365
787,HanoiStreet RP-75,Outdoor,Activewear,delivered,364
684,SaigonFlex UC-49,Streetwear,Everyday,delivered,363
2070,UrbanVN UC-05,Streetwear,Everyday,delivered,363
516,SaigonFlex UE-04,Streetwear,Performance,delivered,361
2286,VietMotion UM-01,Streetwear,Balanced,delivered,361
826,HanoiStreet UM-10,Streetwear,Balanced,returned,360
2369,VietMotion UC-17,Streetwear,Everyday,delivered,359
1201,MekongFit UC-03,Streetwear,Everyday,delivered,358
977,HanoiStreet UC-40,Streetwear,Everyday,cancelled,355
447,SaigonFlex UM-52,Streetwear,Balanced,delivered,354
1104,MekongFit RP-50,Outdoor,Activewear,delivered,354
1053,MekongFit MA-11,Casual,All-weather,cancelled,351
1052,MekongFit MA-10,Casual,All-weather,delivered,351
415,SaigonFlex UM-20,Streetwear,Balanced,delivered,351
1000,HanoiStreet YY-01,GenZ,Trendy,cancelled,350
2240,VietMotion RP-37,Outdoor,Activewear,delivered,349
449,SaigonFlex UM-54,Streetwear,Balanced,cancelled,348
1131,MekongFit UM-08,Streetwear,Balanced,delivered,347
2241,VietMotion RP-38,Outdoor,Activewear,delivered,347
1103,MekongFit RP-49,Outdoor,Activewear,delivered,346
92,DragonWear UM-19,Streetwear,Balanced,delivered,344
1889,BambooCraft UC-08,Streetwear,Everyday,delivered,344
2331,VietMotion UE-05,Streetwear,Performance,returned,340
396,SaigonFlex UM-01,Streetwear,Balanced,cancelled,339
642,SaigonFlex UC-07,Streetwear,Everyday,delivered,338
2224,VietMotion RP-21,Outdoor,Activewear,cancelled,338
2083,UrbanVN UC-18,Streetwear,Everyday,delivered,336
550,SaigonFlex UC-15,Streetwear,Everyday,delivered,334
952,HanoiStreet UC-15,Streetwear,Everyday,delivered,333
691,SaigonFlex UC-56,Streetwear,Everyday,delivered,333
420,SaigonFlex UM-25,Streetwear,Balanced,delivered,332
566,SaigonFlex UC-31,Streetwear,Everyday,delivered,332
2381,VietMotion UC-29,Streetwear,Everyday,delivered,331
1490,VietMode RP-82,Outdoor,Activewear,delivered,331
1227,MekongFit UC-29,Streetwear,Everyday,delivered,330
2360,VietMotion UC-08,Streetwear,Everyday,delivered,329
1009,HanoiStreet YY-10,GenZ,Trendy,cancelled,328
745,HanoiStreet RP-33,Outdoor,Activewear,delivered,327
746,HanoiStreet RP-34,Outdoor,Activewear,delivered,325
609,SaigonFlex UC-74,Streetwear,Everyday,cancelled,324
1496,VietMode RP-88,Outdoor,Activewear,delivered,323
2388,VietMotion UC-36,Streetwear,Everyday,cancelled,322
648,SaigonFlex UC-13,Streetwear,Everyday,delivered,320
471,SaigonFlex UM-76,Streetwear,Balanced,delivered,319
456,SaigonFlex UM-61,Streetwear,Balanced,delivered,319
1489,VietMode RP-81,Outdoor,Activewear,delivered,319
2225,VietMotion RP-22,Outdoor,Activewear,cancelled,317
563,SaigonFlex UC-28,Streetwear,Everyday,delivered,316
2081,UrbanVN UC-16,Streetwear,Everyday,delivered,316
786,HanoiStreet RP-74,Outdoor,Activewear,cancelled,316
1484,VietMode RP-76,Outdoor,Activewear,delivered,316
2054,UrbanVN UE-14,Streetwear,Performance,returned,314
1936,UrbanVN RP-11,Outdoor,Activewear,delivered,313
1454,VietMode RP-46,Outdoor,Activewear,delivered,313
1495,VietMode RP-87,Outdoor,Activewear,delivered,313
2066,UrbanVN UC-01,Streetwear,Everyday,delivered,312
428,SaigonFlex UM-33,Streetwear,Balanced,delivered,312
574,SaigonFlex UC-39,Streetwear,Everyday,delivered,311
2136,PhoenixWear UR-12,Streetwear,Standard,delivered,311
976,HanoiStreet UC-39,Streetwear,Everyday,cancelled,310
1483,VietMode RP-75,Outdoor,Activewear,delivered,308
1991,UrbanVN RS-10,Outdoor,Premium,delivered,306
785,HanoiStreet RP-73,Outdoor,Activewear,cancelled,305
